Date,Time,Location,Class Name,Teacher,Fee,Limit,Length,Subject
8/17 (We) ,4:00 PM,Private Camp ,Painters Roundtable ,RanthulfR AsparlundR ,0,0,1.5,Painting 
8/17 (We) ,4:00 PM,Private Camp ,"Masks, Mumming, Moving, and Mayhem ",Judith the Uncertain ,0,0,1,Performing Arts 
8/17 (We) ,5:00 PM,AS04 ,Five Personas: The Merchant ,Alan Fairfax ,0,0,1,History: Religion 
8/17 (We) ,5:00 PM,AS05 ,Medieval Research in the Modern Library ,Jadwiga Zajaczkowa ,0,0,1,SCA Life 
8/17 (We) ,5:00 PM,AS06 ,Evolution of the 15th Century Rolled Headdress ,Maeve Fraser ,0,0,1,Clothing: Accessories 
8/17 (We) ,5:00 PM,AS07 ,Impromptu Embelishment ,Elizabet Marshall ,2,15,1,Fiber Arts: Embroidery 
8/17 (We) ,5:00 PM,AS08 ,Drop Spinning 101 ,Catherine of Deva ,0,6,1,Fiber Arts: Spinning 
8/17 (We) ,5:00 PM,AS09 ,Handling Historical Recipes ,TSivia bas Tamara v'Amberview ,0,0,1,Culinary Arts 
8/17 (We) ,5:00 PM,AS10 ,Meeting - Middle Kingdom Chirurgeons ,Chirurgeonate Instructors ,0,0,2,Meetings 
8/17 (We) ,5:00 PM,AS14 ,14th Century Turnshoe Construction 2 ,Brice le Corbet ,40,10,2,Leatherwork 
8/17 (We) ,5:00 PM,Private Camp ,Open Practice Session ,Faheud of Nazareth ,0,0,1,Performing Arts 
8/17 (We) ,6:00 PM,AS01,Bardic Master Class Series: Vocal Performance ,Garraed Galbraith ,0,0,3,Bardic Arts 
8/17 (We) ,6:00 PM,AS04 and AS05 ,First Annual SCA History Night ,Azrael ben Shemhazai ,0,0,3,Events 
8/17 (We) ,6:00 PM,AS05 ,Introduction to Period Celtic Music ,Caera Cruitire ingen Uaithne ,0,0,1,Music 
8/17 (We) ,6:00 PM,AS08 ,Known World Poetic Challenge Award Extravaganza ,Olsk Buslavl ,0,0,2,Bardic Arts 
8/17 (We) ,6:00 PM,AS09 ,SCA-Librarians Roundtable ,Jadwiga Zajaczkowa ,0,0,3,Meetings 
8/17 (We) ,6:00 PM,Middle Eastern ,Middle Eastern for Manly Men ,Donnallain o'r Galaru Glais ,0,0,1,Dance: Middle Eastern 
8/17 (We) ,6:00 PM,Private Camp ,Midnight Madness: Classroom Under The Stars ,Matthew Christopher ,0,0,6,Performing Arts 
8/17 (We) ,7:00 PM,AS13 and 14 ,Teen Night hosted by the Middle Kingdom ,Nicholaa Halden ,0,0,2,Children and Youth 
8/17 (We) ,7:00 PM,Middle Eastern ,Kama Sutra for Men ,Mungala El Erat Jindaam ,0,0,2,Health and Safety 
8/17 (We) ,9:00 PM,Barn ,Evening Dance ,Pennsic Dance Staff ,0,0,3,Dance: European 
8/17 (We) ,9:00 PM,Dance ,Dancer's Challenge! ,Lowrie Leulyn ,0,0,3,Dance: European 
8/18 (Th) ,8:00 AM,AS09 ,RuneValdr ,Arastorm ,0,0,1,Health and Safety 
8/18 (Th) ,8:00 AM,Dance ,Introduction to Aikido ,Durdel ,0,0,2,Martial Arts 
8/18 (Th) ,9:00 AM,AS02 ,Celtic Embroidery: the High Tide of Celtic Art ,Gerald of Ipsley ,0,0,2,Fiber Arts: Embroidery 
8/18 (Th) ,9:00 AM,AS04 ,Kumihimo ,Irene the Questing ,16,10,3,Fiber Arts: Braids and Cords 
8/18 (Th) ,9:00 AM,AS05 ,Mid-15th Century Dress and Its Accessories ,Eleanor le Brun ,0,0,1,Clothing: European 
8/18 (Th) ,9:00 AM,AS06 ,Unsolved Mysteries of the Middle Ages ,Catriona nicHugh Mclaey ,0,0,1,History 
8/18 (Th) ,9:00 AM,AS08 ,Topping It Off: Finishing Your Look ,Ilish O'Donovan ,0,0,1,Clothing: Accessories 
8/18 (Th) ,9:00 AM,AS09 ,Jin Shin Jyutsu ,Durdel ,0,0,1,Health and Safety 
8/18 (Th) ,9:00 AM,AS12 ,Sari Draping ,Shakti ,0,0,2,Clothing: Indian 
8/18 (Th) ,9:00 AM,Middle Eastern ,Basic Middle Eastern Dance ,Ardenia A Ruadh ,0,0,1,Dance: Middle Eastern 
8/18 (Th) ,9:00 AM,Private Camp ,15th Century Italian Clothing: Style and Construction from the Skin out: the Cioppa ,Catheryn Shadwell ,0,0,1,Clothing: European 
8/18 (Th) ,9:00 AM,Private Camp ,Morning Stretching with Anne Elaina ,Anne Elaina of River's Bend ,0,0,1,Health and Safety 
8/18 (Th) ,9:00 AM,Private Camp ,Performers Warm Ups ,Judith the Uncertain ,0,0,0.5,Performing Arts 
8/18 (Th) ,9:30 AM,Private Camp ,Performers' Directing Session ,Henry Best ,0,0,1,Performing Arts 
8/18 (Th) ,10:00 AM,AS01,Sephardic Music Overview ,Eliane Halevy ,0,0,1,Music: Vocal 
8/18 (Th) ,10:00 AM,AS05 ,Armenia and Cilicia ,Keran Roslin ,0,0,1,History 
8/18 (Th) ,10:00 AM,AS06 ,Tapestry Weaving 101 ,Maria Agrissa Sgourina ,10,6,2,Fiber Arts: Weaving 
8/18 (Th) ,10:00 AM,AS07 ,Beginning Hardanger Embroidery ,Marian O'Neill ,4.75,6,3,Fiber Arts: Embroidery 
8/18 (Th) ,10:00 AM,AS08 ,Anatomy and Physiology of a Royal Entourage ,Caitriona Bennet inghean Niall ,0,0,1,SCA Life 
8/18 (Th) ,10:00 AM,AS09 ,Nautical Persona Roundtable ,Elias Gedney ,0,0,2,Persona 
8/18 (Th) ,10:00 AM,AS12 ,A Very Basic Sewing/Embroidery Class ,Anna Mailander , ,20,2,Sewing 
8/18 (Th) ,10:00 AM,AS13 ,Wire Weaving ,Betha ,1,10,2,Metalwork 
8/18 (Th) ,10:00 AM,AS14 ,Herbal Beauty for the Lady ,Sara Gedding ,0,0,2,Health and Beauty 
8/18 (Th) ,10:00 AM,Dance ,Become a 16th Century Courtier ,Lyev Davidovitch ,0,0,1,Dance: European 
8/18 (Th) ,10:00 AM,Gaming ,Introduction to the Game of Go ,Michel Wolffauer ,0,0,1,Gaming 
8/18 (Th) ,10:00 AM,Middle Eastern ,Beginner Tribal Belly Dance ,Blue Lotus Tribe ,0,0,2,Dance: Middle Eastern 
8/18 (Th) ,10:00 AM,Orluk Oasis ,Energetic South Indian Dance ,Lakshmi Amman ,0,0,1,Dance: Asian 
8/18 (Th) ,10:00 AM,Performing Arts ,Period Songs that are Fun to Sing: 16th Century ,Constance Fairfax ,0,0,1,Music: Vocal 
8/18 (Th) ,10:00 AM,Private Camp ,15th Century Italian Clothing: Style and Construction from the Skin out: Accessories and Embellishments ,Eleanor atte Knolle ,0,0,2,Clothing: Accessories 
8/18 (Th) ,10:00 AM,Private Camp ,Advanced Scribal Tract 4 ,Aethelmearc Scribes ,40,10,2,Scribal Arts 
8/18 (Th) ,10:00 AM,Private Camp ,Byzantine Icon Painting ,Dosalena Sophia della Mirandola ,0,0,1.5,Scribal Arts 
8/18 (Th) ,10:00 AM,Thrown Weapons ,Care and Feeding of Thrown Weapons ,Thrown Weapons Instructors ,0,0,1,Thrown Weapons 
8/18 (Th) ,10:30 AM,Private Camp ,Master Class: When the King Calls ,Matthew Christopher ,0,0,1.5,Performing Arts 
8/18 (Th) ,11:00 AM,AS02 ,A 'Humourous' Look at Plants ,Thyri Erbewyf ,0,0,2,Herbs and Gardens 
8/18 (Th) ,11:00 AM,AS05 ,East Asian Religon and Philosophy 101 ,Ii Saburou Katsumori ,0,0,2,Culture: Asian 
8/18 (Th) ,11:00 AM,AS08 ,Multiperson Fingerloop Braids for the Lone Braider ,Phiala O'Ceallaigh ,0,0,1,Fiber Arts: Braids and Cords 
8/18 (Th) ,11:00 AM,Dance ,"Low, Slow and Flirtatious: Gioioso Spagnuolo ",Judith of Northumbria ,0,0,1,Dance: European 
8/18 (Th) ,11:00 AM,Orluk Oasis ,Teaching Dance Teachers to Teach ,Atesh Kawakib ,0,0,1,Dance: Middle Eastern 
8/18 (Th) ,11:00 AM,Performing Arts ,Period Songs that are Fun to Sing: 16th Century Ballads and Rounds ,Constance Fairfax ,0,0,1,Music: Vocal 
8/18 (Th) ,11:00 AM,Private Camp ,Bowl Turning Without a Rest 4: Demo ,Dofinn-Hallr Morrisson ,0,0,4,Woodworking 
8/18 (Th) ,12:00 PM,AS04 ,al-Andalus 102: Society and Daily Life ,Safira al-Muffaddadiyya ,0,0,2,Culture: Middle Eastern 
8/18 (Th) ,12:00 PM,AS06 ,Common Foods for Common Folk ,Olwen Bucklond ,0,0,2,Culinary Arts 
8/18 (Th) ,12:00 PM,AS08 ,Medieval Engineering 2 ,Roger of Blackmoore ,0,0,1,Miscellaneous Sciences 
8/18 (Th) ,12:00 PM,AS09 ,"If This is Tuesday, I Must Be a Heretic ",Alan Fairfax ,0,0,2,History: Religion 
8/18 (Th) ,12:00 PM,AS11 ,ASHI First Aid ,Chirurgeonate Instructors ,20,12,4,Health and Safety 
8/18 (Th) ,12:00 PM,AS12 ,Byzantine Jewelry ,Apollonia Voss ,0,0,2,Jewelry 
8/18 (Th) ,12:00 PM,AS13 ,Painted Tapestries: Easier Than You Think ,Blitha of Wolfhou ,0,0,2,Painting 
8/18 (Th) ,12:00 PM,Dance ,"Low, Slow and Flirtatious: Cupido ",Judith of Northumbria ,0,0,1,Dance: European 
8/18 (Th) ,12:00 PM,Middle Eastern ,Drum Solo Choreography ,Sahar Sahar ,0,0,2,Dance: Middle Eastern 
8/18 (Th) ,12:00 PM,Performing Arts ,The History of Arabic Music According to Ribera y Tarrago ,Sigurd Haakonson ,0,0,1,Music: Instrumental 
8/18 (Th) ,12:00 PM,Private Camp ,How to Start a Fire Like a Moderately Intelligent Saxon ,Nigellus leHaie ,0,6,1,Miscellaneous Sciences 
8/18 (Th) ,12:00 PM,Private Camp ,Period Pigments ,Brendan Brisbane ,0,0,2,Painting 
8/18 (Th) ,12:00 PM,Private Camp ,The Illustrated Story ,Judith the Uncertain ,0,0,1,Performing Arts 
8/18 (Th) ,1:00 PM,AS05 ,The Lineboard ,Deroch the Wine Trader ,0,0,1,Miscellaneous Sciences 
8/18 (Th) ,1:00 PM,AS08 ,Talk Like A Viking ,Rowan Canterbury ,0,0,1,Languages 
8/18 (Th) ,1:00 PM,AS13 ,Basic Renaissance Reproduction Jewelry ,Sara Gedding ,0,0,2,Jewelry 
8/18 (Th) ,1:00 PM,Dance ,Voltati in Ca Rosina and Vita di Colina ,Lowrie Leulyn ,0,0,1,Dance: European 
8/18 (Th) ,1:00 PM,Gaming ,Xiang-Qi ,Galen MacByrne ,0,10,1,Gaming 
8/18 (Th) ,1:00 PM,Pavillion ,Children's Theater Performance ,Sofia Tyzes ,0,0,1,Children and Youth 
8/18 (Th) ,1:00 PM,Private Camp ,Juggling Practicum & Trickswap ,D'Mitrii Magyarov ,0,0,1,Performing Arts 
8/18 (Th) ,1:00 PM,Private Camp ,Koudou Nyuumon: Introduction to the Incense Ceremony ,Solveig Throndardottir,0,0,2,Culture: Asian 
8/18 (Th) ,1:00 PM,Thrown Weapons ,"Beyond Axe, Knife and Spear ",Thrown Weapons Instructors ,0,0,2,Thrown Weapons 
8/18 (Th) ,2:00 PM,AS01,Composing Skaldic Verse ,Toki Redbeard ,0,0,1,Bardic Arts 
8/18 (Th) ,2:00 PM,AS03 ,Silverpoint Drawing ,Guendolen Of Cumbria ,8,5,2,Scribal Arts 
8/18 (Th) ,2:00 PM,AS05 ,Blackwork Embroidery for Children ,Martelle von Charlottenburg ,0,0,1,Children and Youth 
8/18 (Th) ,2:00 PM,AS06 ,Sewing Jargon and Technique ,Irene leNoir ,0,0,1,Sewing 
8/18 (Th) ,2:00 PM,AS07 ,Curvilinear Blackwork ,Brynn nic Neachdainn , , ,1,Fiber Arts: Embroidery 
8/18 (Th) ,2:00 PM,AS08 ,Viking Chain Knitting 202 ,Raffaella di Napoli ,2,10,1,Fiber Arts: Knitting 
8/18 (Th) ,2:00 PM,AS09 ,Survey of Early Period Glass Beads ,Cynthia de Wickeresham ,0,0,1,Miscellaneous Sciences 
8/18 (Th) ,2:00 PM,Dance ,English Country Dance for Eight ,Myfanwy ferch Eifion ,0,0,1,Dance: European 
8/18 (Th) ,2:00 PM,Middle Eastern ,Persian/Mughal/Ottoman Roundtable & Book Swap ,Asim al-Talib ,0,0,2,Culture: Middle Eastern 
8/18 (Th) ,2:00 PM,Orluk Oasis ,Balkan Singing Class ,Lynette Garlan of Khafif ,0,0,1,Music: Vocal 
8/18 (Th) ,2:00 PM,Private Camp ,Renaissance Speech Part Two ,Tamara di Firenze ,0,0,1,Performing Arts 
8/18 (Th) ,3:00 PM,AS02 ,Sestina: The Elegance of the Maze ,Andrew Blackwood MacBaine ,0,0,2,Bardic Arts 
8/18 (Th) ,3:00 PM,AS04 ,SCA Finance for Non-Exchecquers ,Ghita ,0,0,1,SCA Life 
8/18 (Th) ,3:00 PM,AS05 ,A 14th/15th Century German Emboidery Slideshow ,Richard Wymarc ,0,0,2,Fiber Arts: Embroidery 
8/18 (Th) ,3:00 PM,AS06 ,Known World Brewers Meet and Greet ,Daria of Atlantia ,0,0,3,Brewing and Vintning 
8/18 (Th) ,3:00 PM,AS07 ,Handspinners Tea ,Olwen Bucklond ,0,0,2,Fiber Arts: Spinning 
8/18 (Th) ,3:00 PM,AS08 ,Viking Chain Knit Open Session ,Raffaella di Napoli ,0,0,1,Fiber Arts: Knitting 
8/18 (Th) ,3:00 PM,AS09 ,Basic Bead Embroidery and Embellishment ,Giovanna Giovanelli ,5,0,2,Fiber Arts: Embroidery 
8/18 (Th) ,3:00 PM,AS13 ,Bread for Breakfast ,Ardenia A Ruadh ,0,0,1,Culinary Arts 
8/18 (Th) ,3:00 PM,Dance ,Renaissance Folk Dance: Saltarello and Piva ,Judith of Northumbria ,0,0,1,Dance: European 
8/18 (Th) ,3:00 PM,Gaming ,Picket ,Justin du Coeur ,0,0,1.5,Gaming 
8/18 (Th) ,3:00 PM,Performing Arts ,Known World Choir at Pennsic ,Erlan Nordenskol ,0,0,3,Music: Vocal 
8/18 (Th) ,3:00 PM,Private Camp ,Kingdom Seneschal's Meeting ,Aaron Faheud Swiftrunner ,0,0,2,Meetings 
8/18 (Th) ,3:00 PM,Private Camp ,Master Class: Takin' It to the Street ,Henry Best ,0,0,2,Performing Arts 
8/18 (Th) ,3:00 PM,Private Camp ,Beginner Scribal Tract: Celtic - Beginning Uncial Calligraphy ,Aethelmearc Scribes ,40,10,2,Scribal Arts 
8/18 (Th) ,3:00 PM,Thrown Weapons ,Beginning Spear Throwing ,Thrown Weapons Instructors ,0,25,1.5,Thrown Weapons 
8/18 (Th) ,3:00 PM,Thrown Weapons ,How to Design Thrown Weapons Competitions ,Thrown Weapons Instructors ,0,0,1,Thrown Weapons 
8/18 (Th) ,4:00 PM,AS01,Performance Techniques ,Ivhon Thorne ,0,0,1,Bardic Arts 
8/18 (Th) ,4:00 PM,AS03 ,"ROFL, BRB, IMO: Abbreviations in Medieval Manuscripts ",Ysemay Sterlyng ,0,0,1,Scribal Arts 
8/18 (Th) ,4:00 PM,AS08 ,The Pleated Embroidered Shirt ,Rainillt Leia de Bello Marisco ,0,0,1,Clothing: European 
8/18 (Th) ,4:00 PM,Dance ,Quen Quer Que ,Sion Andreas o Wynedd ,0,0,1,Dance: European 
8/18 (Th) ,4:00 PM,Middle Eastern ,Advanced Middle Eastern Dance Techniques with Zills ,"Alethea bint Fahd ibn Acktar, called Elitha ",0,0,2,Dance: Middle Eastern 
8/18 (Th) ,4:00 PM,Orluk Oasis ,Melody Jam ,Zahira ,0,0,1.5,Dance: Middle Eastern 
8/18 (Th) ,4:00 PM,Private Camp ,Tablet Weavers Tea ,Herveus d'Ormonde ,0,0,3,Events 
8/18 (Th) ,5:00 PM,AS04 ,Five Personas: The Uppity Woman ,Alan Fairfax ,0,0,1,History: Religion 
8/18 (Th) ,5:00 PM,AS05 ,Period Prostitution ,Arastorm ,0,0,1,History 
8/18 (Th) ,5:00 PM,AS10 ,Meeting - Master Chirurgeons ,Chirurgeonate Instructors ,0,0,2,Meetings 
8/18 (Th) ,5:00 PM,Private Camp ,Open Practice Session ,Faheud of Nazareth ,0,0,1,Performing Arts 
8/18 (Th) ,6:00 PM,Ampitheater ,"Coxcomb Presents: I Grandissimi"" Commedia Challenge Cup"" ",Matthew Christopher ,0,0,1,Performing Arts 
8/18 (Th) ,6:00 PM,AS01,Bardic Master Class Series: Making Your Piece Sound Historically Accurate ,Garraed Galbraith ,0,0,3,Bardic Arts 
8/18 (Th) ,6:00 PM,AS09 ,Hojojutsu: Japanese Ties That Bind ,Minamoto no Taikawa Saiaiko ,0,0,1,Culture: Asian 
8/18 (Th) ,6:00 PM,Middle Eastern ,Islamic Naming Practices ,Chengir Abu ben Said ,0,0,1,Culture: Middle Eastern 
8/18 (Th) ,7:00 PM,Middle Eastern ,More Middle Eastern for Manly Men ,Donnallain o'r Galaru Glais ,0,0,1,Dance: Middle Eastern 
8/18 (Th) ,9:00 PM,Barn ,Evening Dance ,Pennsic Dance Staff ,0,0,3,Dance: European 
8/18 (Th) ,9:00 PM,Dance ,A Festa in the Court of the Comte ,Judith of Northumbria ,0,0,3,Dance: European 
8/19 (Fr) ,8:00 AM,AS09 ,RuneValdr ,Arastorm ,0,0,1,Health and Safety 
8/19 (Fr) ,9:00 AM,AS08 ,Celtic Embroidery: Viking Influence ,Gerald of Ipsley ,0,0,2,Fiber Arts: Embroidery 
8/19 (Fr) ,9:00 AM,AS09 ,East Kingdom Herbalists Guild Meeting ,Jadwiga Zajaczkowa ,0,0,2,Herbs and Gardens 
8/19 (Fr) ,9:00 AM,Private Camp ,Performers Warm Ups ,Judith the Uncertain ,0,0,0.5,Performing Arts 
8/19 (Fr) ,9:00 AM,Thrown Weapons ,Thrown Weapons Marshall-in-Training Class 3: Test ,Thrown Weapons Instructors ,0,0,2,Thrown Weapons 
8/19 (Fr) ,9:30 AM,Private Camp ,Performers' Directing Session ,Henry Best ,0,0,1,Performing Arts 
8/19 (Fr) ,9:30 AM,Thrown Weapons ,Beginning Thrown Weapons ,Thrown Weapons Instructors ,0,25,1.5,Thrown Weapons 
8/19 (Fr) ,10:00 AM,AS04 ,Costumes from Pieter Breugel the Elder: Men's Clothing ,Constance Fairfax ,0,0,1,Clothing: European 
8/19 (Fr) ,10:00 AM,AS06 ,Indian Costume for Beginners ,Meenakshi da Gama ,0,0,2,Clothing: Indian 
8/19 (Fr) ,10:00 AM,AS07 ,Curvilinear Blackwork ,Brynn nic Neachdainn , , ,1,Fiber Arts: Embroidery 
8/19 (Fr) ,10:00 AM,AS11 ,AHA CPR for the Health Care Provider ,Chirurgeonate Instructors ,40,12,8,Health and Safety 
8/19 (Fr) ,10:00 AM,AS13 ,Wire Weaving ,Betha ,1,10,2,Metalwork 
8/19 (Fr) ,10:00 AM,Dance ,Canary Variations ,Lowrie Leulyn ,0,0,2,Dance: European 
8/19 (Fr) ,10:00 AM,Gaming ,Fanarona ,Istvan Nyiregyhazi ,0,0,1,Gaming 
8/19 (Fr) ,10:00 AM,Middle Eastern ,Beginner Tribal Belly Dance ,Blue Lotus Tribe ,0,0,2,Dance: Middle Eastern 
8/19 (Fr) ,10:00 AM,Orluk Oasis ,Energetic South Indian Dance ,Lakshmi Amman ,0,0,1,Dance: Asian 
8/19 (Fr) ,10:00 AM,Private Camp ,Advanced Scribal Tract 5 ,Aethelmearc Scribes ,40,10,2,Scribal Arts 
8/19 (Fr) ,11:00 AM,AS04 ,Costumes from Pieter Breugel the Elder: Children's Clothing ,Constance Fairfax ,0,0,1,Clothing: European 
8/19 (Fr) ,11:00 AM,Private Camp ,Coxcomb Final Rehearsal ,Kuji Ka Onimusashi ,0,0,3,Performing Arts 
8/19 (Fr) ,11:00 AM,Thrown Weapons ,Advanced Thrown Weapons ,Thrown Weapons Instructors ,0,25,1.5,Thrown Weapons 
8/19 (Fr) ,12:00 PM,A&S Point ,Random Wandering Artists Guild ,Fred Blonder ,0,0,1,Events 
8/19 (Fr) ,12:00 PM,AS04 ,Costumes from Pieter Breugel the Elder: Women's Clothing ,Constance Fairfax ,0,0,1,Clothing: European 
8/19 (Fr) ,12:00 PM,AS08 ,Intro to Handspinning ,Nuala na Caoira ,3,15,1,Fiber Arts: Spinning 
8/19 (Fr) ,12:00 PM,AS09 ,Period Edges with 12 Bobbins or Less ,Katerine vander Brugghe ,8,12,6,Fiber Arts: Lace 
8/19 (Fr) ,12:00 PM,Dance ,Surely You Joust: Squilina ,Etienne de Clermont ,0,0,1,Dance: European 
8/19 (Fr) ,12:00 PM,Private Camp ,Black Hours ,Gianna ,2,100,2,Scribal Arts 
8/19 (Fr) ,1:00 PM,AS07 ,Spinning Flax with Spindle and Distaff ,AnneLiese Wolkenhaar ,2.5,10,2,Fiber Arts: Spinning 
8/19 (Fr) ,1:00 PM,AS08 ,SCA Herbalists Roundtable ,Jadwiga Zajaczkowa ,0,0,2,Herbs and Gardens 
8/19 (Fr) ,1:00 PM,Dance ,Surely You Joust: Torneo Amoroso ,Etienne de Clermont ,0,0,1,Dance: European 
8/19 (Fr) ,1:00 PM,Gaming ,Nine and Twelve Mens Morris ,Yasha Evancavich ,0,0,1,Gaming 
8/19 (Fr) ,1:00 PM,Middle Eastern ,Graceful Arms and Torso ,Neefa bint Durr ,0,0,1,Dance: Middle Eastern 
8/19 (Fr) ,1:00 PM,Thrown Weapons ,Known World Thrown Weapons Marshalls Meeting: Closing ,Thrown Weapons Instructors ,0,0,1.5,Meetings 
8/19 (Fr) ,2:00 PM,Dance ,Dance Floor Disassembly ,Adele Desfontaines ,0,0,3,Dance: European 
8/19 (Fr) ,2:00 PM,Middle Eastern ,History of Islamic Dance ,Chengir Abu ben Said ,0,0,1,Dance: Middle Eastern 
8/19 (Fr) ,2:00 PM,Theater ,Coxcomb Academy Graduation Show ,Matthew Christopher ,0,0,2,Performing Arts 
8/19 (Fr) ,3:00 PM,Gaming ,Introduction to the Game of Tarot ,Marietta da Firenze ,0,0,1,Gaming 
8/19 (Fr) ,3:00 PM,Middle Eastern ,Hand Techniques for Middle Eastern Dance ,Zimra al-Ghaziyah ,0,0,1,Dance: Middle Eastern 
8/19 (Fr) ,3:00 PM,Private Camp ,Beginner Scribal Tract: Celtic - Painting the Celtic Scroll ,Aethelmearc Scribes ,40,10,2,Scribal Arts 
8/19 (Fr) ,4:00 PM,Orluk Oasis ,Melody Jam ,Zahira ,0,0,1.5,Dance: Middle Eastern 
8/19 (Fr) ,4:00 PM,Theater ,Coxcomb Cleanup ,John of Southkeep ,0,0,1,Performing Arts 
8/19 (Fr) ,5:00 PM,AS10 ,Meeting - Chirurgeon Staff ,Chirurgeonate Instructors ,0,0,3,Meetings 
8/19 (Fr) ,5:00 PM,Private Camp ,Coxcomb Closing Roundtable ,Matthew Christopher ,0,0,1,Performing Arts 
8/19 (Fr) ,6:00 PM,AS01,Bardic Master Class Series: History of the SCA and Its Culture ,Garraed Galbraith ,0,0,3,Bardic Arts 
8/19 (Fr) ,6:00 PM,Private Camp ,Coxcomb Graduation Party ,Henry Best ,0,0,1,Performing Arts 
8/19 (Fr) ,7:00 PM,Middle Eastern ,Kama Sutra for Couples ,Mungala El Erat Jindaam ,0,0,2,Health and Safety 
8/19 (Fr) ,9:00 PM,Barn ,Evening Dance ,Pennsic Dance Staff ,0,0,3,Dance: European 
